body_temperature,breed_type,milk_production,respiratory_rate,walking_capacity,sleeping_duration,body_condition_score,heart_rate,eating_duration,lying_down_duration,ruminating,rumen_fill,faecal_consistency,health_status
38.3,Normal Breed,10.7,22,5385,6.6,5,53,1.5,15.6,3.2,2,ideal,healthy
39.9,Cross Breed,5.1,14,5004,6.8,5,42,1.4,16.3,3.3,2,Fresh blood in faeces,unhealthy
35.5,Cross Breed,12.1,17,11614,3.8,2,83,1.3,14.3,3.0,1,very liquid faeces,unhealthy
39.7,Cross Breed,7.4,14,5026,6.5,3,47,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.8,Normal Breed,26.2,42,10929,3.4,5,66,3.5,13.5,6.9,2,ideal,healthy
40.3,Cross Breed,5.1,18,5004,7.2,2,51,1.7,16.4,3.7,2,Fresh blood in faeces,unhealthy
38.6,Normal Breed,5.1,18,11286,6.9,2,83,3.0,14.7,3.9,3,ideal,healthy
38.5,Normal Breed,8.9,25,11381,7.2,2,73,3.7,12.9,4.0,2,ideal,healthy
40.0,Cross Breed,9.5,14,5303,7.0,2,48,2.2,16.4,3.4,3,Black faeces,unhealthy
38.6,Cross Breed,22.2,23,10654,4.3,2,81,3.0,13.2,6.1,3,ideal,unhealthy
39.5,Normal Breed,10.1,18,11112,3.7,2,54,2.0,13.0,5.7,3,ideal,healthy
38.6,Normal Breed,11.0,34,11283,4.0,2,83,4.0,13.8,5.6,3,ideal,healthy
38.0,Normal Breed,20.4,39,11286,3.2,5,83,1.7,14.3,6.2,2,ideal,healthy
38.5,Cross Breed,18.2,40,12655,3.4,2,63,3.5,14.2,6.0,3,ideal,healthy
39.8,Cross Breed,9.8,18,5004,4.9,5,52,2.3,16.4,3.0,3,ideal,healthy
38.4,Cross Breed,12.9,14,11423,4.8,5,65,2.8,12.7,5.1,2,Black faeces,healthy
39.1,Normal Breed,5.1,18,5376,7.2,2,44,1.3,15.6,3.0,3,Black faeces,unhealthy
39.7,Normal Breed,5.1,28,5763,6.8,5,53,1.3,16.4,6.3,3,ideal,healthy
39.9,Cross Breed,5.1,14,5004,7.1,3,47,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
38.1,Cross Breed,12.8,14,11787,4.1,2,83,2.8,13.2,4.1,3,ideal,healthy
39.9,Cross Breed,5.1,14,6009,7.2,2,48,1.3,15.5,4.3,2,very liquid faeces,unhealthy
38.3,Normal Breed,14.7,24,12389,4.4,5,80,3.1,13.9,6.1,2,ideal,healthy
38.6,Normal Breed,18.6,44,10886,3.8,2,83,2.9,14.6,5.5,4,ideal,healthy
38.8,Normal Breed,12.9,16,5004,3.6,3,41,1.3,12.4,4.6,3,extremely firm,unhealthy
40.6,Normal Breed,12.4,18,10562,4.1,5,47,3.6,13.9,3.0,2,ideal,unhealthy
39.4,Normal Breed,5.1,14,5004,7.2,2,49,1.5,16.3,4.7,3,very liquid faeces,unhealthy
38.2,Cross Breed,15.5,36,11527,4.8,3,79,2.2,13.3,6.8,4,ideal,healthy
39.5,Normal Breed,5.1,14,5004,6.6,3,47,1.3,16.4,3.0,2,Fresh blood in faeces,unhealthy
40.1,Normal Breed,11.1,22,5174,7.2,5,50,1.3,15.4,3.4,2,extremely firm,unhealthy
40.0,Normal Breed,6.0,14,11953,7.2,5,70,2.0,15.5,7.0,2,ideal,healthy
39.4,Cross Breed,14.8,19,12030,7.2,3,58,1.4,14.3,6.9,2,extremely firm,unhealthy
40.2,Normal Breed,5.1,15,5004,6.9,3,47,1.3,16.4,3.0,1,Black faeces,unhealthy
39.9,Cross Breed,11.9,14,5440,7.2,3,56,2.0,13.7,3.4,2,ideal,unhealthy
40.6,Cross Breed,5.1,14,5004,6.8,3,45,1.3,15.4,3.1,2,very liquid faeces,unhealthy
39.5,Normal Breed,23.0,17,5004,6.1,5,48,1.6,16.4,4.3,3,Black faeces,unhealthy
39.8,Normal Breed,12.4,14,5022,7.2,3,53,1.6,16.4,3.5,2,Fresh blood in faeces,unhealthy
39.9,Cross Breed,12.1,17,5004,6.9,2,43,1.3,13.4,5.7,2,ideal,unhealthy
39.9,Normal Breed,5.1,14,10639,7.2,3,49,2.3,16.1,4.5,3,ideal,healthy
38.2,Normal Breed,22.1,36,10992,4.4,3,70,2.8,12.7,4.1,4,ideal,healthy
39.7,Normal Breed,11.3,18,5060,6.9,2,50,1.8,16.0,3.6,2,extremely firm,unhealthy
39.2,Normal Breed,8.4,14,5004,7.0,5,48,2.4,16.4,3.7,3,very liquid faeces,unhealthy
38.4,Normal Breed,11.9,19,5004,7.2,2,45,1.6,13.8,3.0,2,Black faeces,unhealthy
39.8,Normal Breed,6.6,14,5004,7.2,2,43,2.3,16.4,3.0,2,extremely firm,unhealthy
40.5,Normal Breed,12.9,14,5006,7.2,2,54,1.3,16.4,4.7,3,Fresh blood in faeces,unhealthy
39.9,Cross Breed,6.0,17,6171,6.8,2,50,1.4,15.9,3.0,3,Black faeces,unhealthy
40.2,Normal Breed,13.2,17,10625,4.3,1,49,2.2,15.1,4.8,2,ideal,healthy
38.8,Normal Breed,9.3,43,11873,4.6,2,72,3.4,13.9,5.9,3,ideal,healthy
39.3,Normal Breed,9.3,20,5004,5.9,5,55,1.3,16.4,6.0,3,Black faeces,unhealthy
38.2,Normal Breed,9.7,27,11204,4.4,3,83,3.2,14.1,3.2,3,ideal,healthy
39.8,Cross Breed,8.5,14,5004,7.2,3,44,1.5,15.0,3.0,2,extremely firm,unhealthy
40.5,Normal Breed,14.6,22,10059,4.5,1,47,1.6,15.4,6.9,3,extremely firm,unhealthy
39.3,Cross Breed,17.9,21,5004,6.9,2,44,1.3,16.4,4.8,3,extremely firm,unhealthy
39.7,Cross Breed,6.4,14,5004,6.1,2,46,1.3,13.9,3.1,2,very liquid faeces,unhealthy
38.7,Cross Breed,13.5,15,11684,7.2,4,80,3.4,13.0,5.9,3,ideal,healthy
39.4,Normal Breed,11.6,25,5325,6.3,5,54,1.7,16.0,3.0,2,ideal,unhealthy
38.7,Cross Breed,10.2,32,11684,4.2,2,81,3.0,14.3,3.5,3,very liquid faeces,healthy
38.7,Normal Breed,8.8,30,12274,4.0,5,81,3.3,14.8,4.3,4,very liquid faeces,unhealthy
40.1,Normal Breed,8.3,16,5004,7.1,2,55,1.4,16.4,4.6,2,extremely firm,healthy
38.4,Cross Breed,18.2,42,10780,3.6,5,83,2.1,13.1,6.1,2,ideal,healthy
38.9,Normal Breed,20.3,32,11624,4.8,3,67,3.3,13.2,4.9,5,ideal,healthy
38.2,Normal Breed,13.6,26,11326,4.5,5,68,2.7,13.7,6.1,2,ideal,healthy
39.0,Cross Breed,6.4,39,9497,6.8,3,83,1.9,14.9,7.0,1,ideal,healthy
39.5,Normal Breed,5.1,15,5004,7.1,2,50,1.3,15.3,3.6,2,ideal,unhealthy
37.9,Normal Breed,17.4,17,5120,4.6,2,62,2.1,13.2,4.2,3,ideal,unhealthy
39.7,Normal Breed,6.6,27,7153,6.7,5,45,1.6,15.9,3.0,2,Black faeces,unhealthy
39.8,Normal Breed,8.6,14,5708,7.2,2,44,2.1,16.4,5.0,2,Black faeces,unhealthy
40.2,Normal Breed,21.0,17,11202,4.9,5,49,3.4,14.7,3.4,3,Black faeces,unhealthy
38.7,Normal Breed,13.0,27,10975,4.1,2,78,2.0,12.5,4.6,2,ideal,healthy
35.5,Cross Breed,11.7,14,11785,6.3,3,47,3.0,14.2,3.5,5,ideal,healthy
40.2,Cross Breed,10.6,20,5004,7.2,3,55,2.1,16.3,3.4,1,very liquid faeces,unhealthy
38.3,Normal Breed,12.6,16,5270,7.2,3,67,2.2,12.9,7.0,2,ideal,unhealthy
40.2,Cross Breed,5.1,14,5021,7.2,3,48,1.3,16.4,3.0,3,extremely firm,unhealthy
38.1,Normal Breed,11.7,40,11660,3.9,5,83,3.8,14.5,5.5,2,ideal,healthy
38.4,Normal Breed,13.3,31,11935,3.7,5,58,2.6,14.8,3.1,3,Black faeces,healthy
40.1,Cross Breed,5.1,20,5004,7.2,3,55,1.3,16.4,4.1,1,very liquid faeces,unhealthy
38.5,Normal Breed,10.3,31,12020,3.7,2,50,2.2,13.2,4.9,4,ideal,healthy
39.2,Cross Breed,13.7,17,5004,7.2,3,49,1.3,16.4,3.0,2,extremely firm,unhealthy
39.5,Cross Breed,7.7,14,5004,7.2,3,48,1.3,16.3,3.0,2,Fresh blood in faeces,unhealthy
38.7,Normal Breed,8.4,31,11558,3.6,5,83,1.7,13.8,5.9,3,ideal,healthy
38.1,Normal Breed,26.5,43,11993,3.8,5,77,2.0,14.5,5.7,4,ideal,healthy
38.3,Normal Breed,17.3,35,12105,4.5,2,50,3.1,13.1,6.3,2,ideal,unhealthy
38.3,Normal Breed,13.3,35,10810,3.5,5,82,1.8,14.0,6.2,2,ideal,healthy
38.1,Normal Breed,16.5,35,12404,4.1,5,83,2.7,14.6,5.4,2,ideal,healthy
38.8,Normal Breed,21.6,31,10314,4.1,1,83,2.1,12.7,6.3,5,Fresh blood in faeces,healthy
40.3,Normal Breed,12.2,14,5004,6.9,2,43,1.3,16.4,3.0,1,extremely firm,unhealthy
38.4,Cross Breed,8.7,22,5380,3.1,5,40,2.5,14.1,4.6,3,extremely firm,unhealthy
38.6,Normal Breed,26.5,33,11415,4.2,5,70,2.1,13.0,7.0,2,ideal,healthy
38.5,Cross Breed,25.6,44,11865,4.1,3,55,2.1,14.0,5.8,2,ideal,healthy
38.3,Normal Breed,14.6,38,12337,4.3,3,51,1.7,14.6,5.2,2,Fresh blood in faeces,healthy
39.3,Normal Breed,5.1,17,6115,7.2,5,41,1.3,16.4,3.0,2,very liquid faeces,unhealthy
39.8,Normal Breed,12.0,32,11163,3.0,5,70,1.9,15.1,4.1,3,ideal,healthy
40.3,Normal Breed,15.6,14,5004,7.2,2,47,1.3,15.8,3.0,3,Fresh blood in faeces,unhealthy
38.5,Normal Breed,24.1,49,11542,3.7,3,78,3.6,14.8,6.9,3,ideal,healthy
38.1,Normal Breed,9.7,19,5004,3.5,5,47,1.3,15.8,6.6,5,ideal,healthy
40.6,Normal Breed,10.6,14,5004,6.6,2,44,1.5,16.4,3.6,3,ideal,unhealthy
38.5,Normal Breed,13.9,24,10454,4.1,5,63,3.6,13.2,6.0,3,ideal,healthy
39.6,Cross Breed,8.1,14,5338,7.2,3,47,1.3,15.8,3.0,1,ideal,unhealthy
40.5,Normal Breed,6.3,19,5004,7.0,2,44,1.3,15.8,4.5,3,Fresh blood in faeces,unhealthy
39.8,Normal Breed,5.1,19,5004,7.2,3,48,1.3,16.4,3.7,1,Black faeces,healthy
38.3,Normal Breed,22.5,27,5267,3.6,3,53,3.0,14.5,6.4,2,ideal,unhealthy
38.8,Normal Breed,21.4,38,11137,4.7,5,72,3.6,13.7,6.6,2,ideal,healthy
40.5,Normal Breed,9.7,14,5297,6.4,2,44,1.4,15.5,3.0,2,Fresh blood in faeces,unhealthy
38.7,Normal Breed,17.5,31,10894,4.1,2,80,3.2,13.2,5.4,2,ideal,healthy
38.4,Cross Breed,9.6,18,11217,4.9,2,83,3.2,13.6,7.0,3,Fresh blood in faeces,healthy
38.5,Normal Breed,13.3,36,10803,3.8,5,68,3.4,12.9,4.3,2,ideal,healthy
38.5,Normal Breed,5.1,18,5004,7.2,3,69,2.4,6.4,4.8,2,Black faece,healthy
39.5,Cross Breed,7.9,24,5004,7.2,3,47,1.5,16.4,3.5,3,ideal,unhealthy
39.8,Normal Breed,14.8,33,10385,4.0,5,71,1.3,15.2,5.2,2,ideal,healthy
38.4,Cross Breed,19.3,34,11827,3.8,5,77,2.2,14.0,5.0,2,ideal,healthy
39.7,Normal Breed,21.2,33,5210,6.9,5,58,1.8,15.9,4.2,2,ideal,healthy
38.6,Normal Breed,23.4,43,10864,3.9,5,75,2.4,14.3,6.3,3,ideal,healthy
39.3,Normal Breed,14.7,17,5968,7.2,3,50,1.3,14.0,6.4,2,Black faeces,unhealthy
38.6,Normal Breed,21.9,49,11452,3.6,5,83,3.8,13.9,6.0,3,ideal,healthy
38.4,Normal Breed,10.7,36,12231,4.4,5,81,2.7,14.9,5.2,4,ideal,healthy
40.0,Normal Breed,8.2,29,10410,7.2,2,74,2.2,15.7,3.1,1,ideal,healthy
39.9,Normal Breed,16.1,26,5004,6.5,3,48,2.6,16.4,4.6,2,ideal,unhealthy
38.0,Cross Breed,9.9,35,12247,3.1,5,83,3.9,13.9,3.9,3,ideal,healthy
40.2,Normal Breed,16.9,14,5008,7.1,3,52,1.8,16.4,4.0,2,Black faeces,unhealthy
39.7,Cross Breed,8.9,27,5533,7.0,3,47,2.0,16.4,3.0,3,Black faeces,unhealthy
39.8,Cross Breed,9.6,19,5054,6.9,3,43,1.3,16.3,5.6,1,ideal,unhealthy
40.0,Normal Breed,10.0,14,5004,7.2,1,45,2.0,7.6,5.1,2,Fresh blood in faeces,unhealthy
39.5,Normal Breed,5.1,14,5357,6.8,5,56,1.8,14.9,3.0,2,extremely firm,unhealthy
38.2,Cross Breed,24.9,39,11829,4.8,1,83,2.8,13.0,5.7,2,ideal,healthy
38.6,Normal Breed,10.9,45,12890,3.1,5,66,4.3,14.6,4.4,3,ideal,healthy
37.1,Normal Breed,5.1,37,10653,4.0,3,53,1.7,14.9,4.9,2,Black faeces,unhealthy
38.6,Normal Breed,11.5,23,11625,4.6,3,72,1.7,14.2,5.6,2,ideal,healthy
38.7,Normal Breed,9.8,14,11170,4.3,3,83,3.4,14.0,4.4,2,ideal,healthy
38.1,Cross Breed,11.5,36,12542,2.8,5,66,3.9,13.9,3.6,4,ideal,healthy
38.8,Normal Breed,23.8,48,10024,4.1,5,77,2.5,13.9,6.0,3,ideal,healthy
38.6,Normal Breed,22.1,26,10591,5.0,3,81,2.9,14.3,5.8,3,ideal,healthy
39.3,Cross Breed,9.3,14,5787,7.2,5,52,1.8,16.3,3.9,1,Fresh blood in faeces,unhealthy
39.8,Normal Breed,16.0,14,5004,7.2,3,42,1.5,16.4,4.0,3,Black faeces,unhealthy
39.4,Normal Breed,12.8,17,5004,4.3,5,42,1.7,16.4,3.4,2,very liquid faeces,unhealthy
38.5,Cross Breed,5.1,34,10855,4.8,5,82,2.5,14.5,4.7,3,very liquid faeces,healthy
38.2,Cross Breed,5.7,15,10892,7.2,2,50,2.6,14.5,6.7,2,ideal,unhealthy
38.1,Cross Breed,13.2,23,10057,7.0,5,57,1.7,14.6,5.4,3,ideal,healthy
39.3,Normal Breed,8.5,37,6642,7.0,3,81,3.9,14.7,3.9,1,ideal,unhealthy
39.7,Normal Breed,10.7,14,5396,6.5,3,52,1.7,16.4,4.0,2,Black faeces,unhealthy
39.8,Cross Breed,8.7,14,5004,7.1,3,54,1.3,16.4,3.7,3,Fresh blood in faeces,unhealthy
39.2,Normal Breed,12.3,14,5599,7.2,1,50,1.7,16.4,3.5,3,extremely firm,unhealthy
39.9,Normal Breed,6.2,19,5806,6.8,2,55,1.8,15.8,5.3,2,ideal,healthy
38.0,Cross Breed,5.1,14,11424,7.1,5,82,2.0,13.3,4.2,3,ideal,healthy
39.6,Normal Breed,14.9,14,5004,7.0,2,54,1.3,16.4,6.3,3,Black faeces,unhealthy
39.0,Normal Breed,12.3,21,5004,4.5,5,64,3.4,14.5,3.6,2,ideal,healthy
39.5,Cross Breed,10.8,34,11056,3.0,3,65,2.0,16.4,3.3,3,ideal,healthy
39.6,Normal Breed,12.7,22,5004,7.2,3,49,2.1,16.1,3.4,3,ideal,unhealthy
38.3,Normal Breed,11.3,34,5818,3.5,5,81,3.4,14.2,4.4,4,very liquid faeces,healthy
40.6,Cross Breed,8.7,17,11055,7.2,2,73,2.5,14.3,5.0,3,very liquid faeces,unhealthy
38.9,Cross Breed,11.4,36,10764,4.5,5,76,2.2,14.2,6.3,4,ideal,healthy
39.6,Normal Breed,13.0,14,7147,6.6,2,53,2.3,16.4,3.0,2,very liquid faeces,unhealthy
40.4,Normal Breed,5.6,28,5004,7.2,2,56,1.9,16.4,5.4,3,ideal,healthy
40.3,Cross Breed,13.7,22,5282,3.9,5,44,1.3,13.6,5.9,2,ideal,healthy
38.2,Normal Breed,24.0,29,11991,4.8,3,83,3.1,13.0,6.0,2,Black faeces,healthy
38.7,Normal Breed,12.0,23,5004,4.0,3,52,1.8,15.0,3.7,2,very liquid faeces,healthy
40.0,Cross Breed,5.1,14,5004,7.2,3,50,2.4,16.4,3.1,2,Fresh blood in faeces,unhealthy
38.0,Cross Breed,11.3,36,11523,3.5,2,76,3.0,14.3,6.2,3,ideal,healthy
39.6,Cross Breed,5.1,15,5004,7.1,2,52,1.3,16.2,3.4,1,Black faeces,unhealthy
40.5,Normal Breed,5.1,16,5756,7.2,5,51,2.0,15.0,3.0,2,Black faece,unhealthy
40.0,Cross Breed,9.9,19,5004,7.2,3,56,2.5,16.4,4.5,3,very liquid faeces,unhealthy
38.5,Cross Breed,12.4,30,11101,4.2,5,47,2.9,13.0,5.1,4,ideal,healthy
38.2,Normal Breed,16.7,19,12715,4.9,5,78,3.0,13.4,5.8,3,ideal,healthy
39.7,Cross Breed,11.7,17,5004,6.3,2,43,1.3,15.2,3.0,2,very liquid faeces,unhealthy
40.1,Cross Breed,13.8,28,12093,7.2,3,49,1.8,16.4,5.2,3,ideal,healthy
39.6,Cross Breed,11.5,30,5004,7.2,5,56,1.9,16.4,6.5,2,ideal,healthy
39.8,Cross Breed,5.1,19,5004,7.2,2,46,2.7,16.4,3.0,1,very liquid faeces,unhealthy
39.9,Cross Breed,22.0,36,11967,3.2,5,55,1.7,14.7,5.9,3,extremely firm,healthy
39.7,Normal Breed,12.1,14,5004,7.2,5,48,2.4,16.4,5.9,2,Black faeces,unhealthy
38.5,Normal Breed,13.0,41,11051,4.4,3,43,2.1,13.8,6.4,3,ideal,unhealthy
38.6,Normal Breed,19.0,46,11469,4.5,3,70,2.5,14.6,5.2,3,Fresh blood in faeces,healthy
40.2,Normal Breed,11.0,14,5004,7.0,2,42,1.4,16.2,5.7,2,Black faeces,unhealthy
39.5,Normal Breed,5.1,14,5570,7.1,3,51,1.3,15.9,7.0,2,ideal,unhealthy
40.2,Cross Breed,15.9,18,5004,7.1,5,83,3.3,15.1,4.2,2,Black faece,unhealthy
39.8,Cross Breed,5.1,18,5543,7.2,2,48,1.3,16.0,3.9,2,Black faeces,unhealthy
38.1,Normal Breed,11.2,35,11494,4.4,2,77,3.4,14.3,5.7,3,ideal,healthy
38.5,Normal Breed,23.7,48,11300,4.1,5,73,2.9,13.5,6.6,2,ideal,healthy
39.4,Cross Breed,7.9,14,5901,7.1,3,52,1.8,16.4,3.0,2,very liquid faeces,unhealthy
38.3,Normal Breed,9.3,23,10801,4.4,5,58,2.4,13.3,4.1,3,ideal,unhealthy
38.8,Cross Breed,19.4,33,11866,3.1,5,78,2.7,13.9,5.0,4,ideal,healthy
38.4,Cross Breed,11.6,25,12881,3.3,2,46,2.3,14.5,4.8,3,Black faeces,unhealthy
38.6,Cross Breed,22.1,38,11153,4.6,5,62,3.1,13.2,6.6,4,extremely firm,healthy
38.5,Normal Breed,24.8,26,11571,4.0,2,63,3.8,13.8,3.0,2,Fresh blood in faeces,unhealthy
38.6,Normal Breed,20.4,19,11432,4.0,5,83,3.8,13.9,5.6,3,ideal,healthy
39.2,Cross Breed,10.5,16,6340,7.2,5,56,2.3,16.2,3.0,2,Fresh blood in faeces,unhealthy
39.3,Normal Breed,5.6,14,5004,7.1,1,49,1.5,16.2,3.0,1,extremely firm,unhealthy
38.4,Cross Breed,19.3,24,12024,3.4,2,70,2.0,14.0,5.7,2,ideal,healthy
38.3,Cross Breed,10.9,41,11767,3.6,1,63,2.8,13.8,5.3,2,ideal,healthy
38.9,Cross Breed,21.3,33,11919,4.3,2,69,3.4,13.5,6.0,2,ideal,healthy
39.8,Cross Breed,6.9,14,6401,6.6,2,38,1.4,16.4,3.0,3,Fresh blood in faeces,unhealthy
39.8,Normal Breed,7.8,14,5004,7.2,2,45,1.3,13.9,3.9,3,Black faeces,unhealthy
39.1,Normal Breed,10.1,18,5260,7.0,3,53,1.3,16.4,3.4,3,Black faeces,unhealthy
38.4,Cross Breed,10.3,41,11574,4.0,3,77,2.2,13.8,5.6,3,ideal,healthy
38.2,Cross Breed,12.9,43,11735,4.1,3,48,2.0,14.9,5.9,3,ideal,healthy
39.4,Cross Breed,7.6,26,5004,7.2,3,46,2.1,16.4,3.0,3,ideal,unhealthy
38.7,Cross Breed,18.9,28,11395,3.7,3,70,3.2,13.4,5.8,2,very liquid faeces,healthy
39.4,Cross Breed,5.5,14,11067,6.8,4,52,1.3,16.4,4.6,3,extremely firm,unhealthy
39.6,Normal Breed,8.6,16,5004,7.2,3,56,1.3,16.4,3.0,1,extremely firm,unhealthy
40.1,Normal Breed,12.8,14,5004,7.0,3,48,1.6,16.4,3.4,2,Fresh blood in faeces,unhealthy
38.0,Cross Breed,10.9,33,10381,3.7,5,56,3.0,12.4,3.0,3,ideal,unhealthy
40.2,Normal Breed,12.7,20,5004,7.2,5,57,1.3,16.2,6.3,2,Black faeces,unhealthy
39.8,Normal Breed,5.1,14,5318,6.9,3,53,1.3,16.4,6.6,3,Black faeces,unhealthy
39.8,Normal Breed,11.8,22,5239,7.2,2,47,1.4,16.4,4.2,3,very liquid faeces,unhealthy
38.1,Normal Breed,11.2,35,11633,3.5,2,83,2.3,13.6,5.3,2,ideal,healthy
39.3,Normal Breed,11.3,14,5004,6.8,2,51,1.3,16.4,3.0,2,Black faeces,unhealthy
39.9,Cross Breed,5.1,14,5025,7.2,3,45,1.3,16.0,3.0,2,Black faeces,unhealthy
38.8,Normal Breed,9.4,33,11428,3.7,2,61,4.0,12.7,5.0,3,ideal,healthy
38.0,Normal Breed,12.7,29,10479,3.9,5,57,2.5,13.4,5.3,2,ideal,unhealthy
38.2,Normal Breed,20.5,31,11539,4.6,5,70,2.6,14.3,5.4,2,ideal,unhealthy
38.3,Normal Breed,22.2,37,12004,3.3,2,80,2.7,14.5,5.9,2,ideal,unhealthy
38.7,Cross Breed,12.9,35,12452,3.9,5,67,3.0,13.6,6.3,3,ideal,healthy
39.9,Cross Breed,5.1,14,5004,7.2,3,56,1.3,16.4,3.3,2,Fresh blood in faeces,unhealthy
40.2,Normal Breed,10.9,14,5004,7.2,2,42,1.5,16.1,3.0,3,extremely firm,unhealthy
39.4,Normal Breed,13.1,14,5895,7.1,2,48,1.6,15.8,3.0,2,extremely firm,unhealthy
39.6,Normal Breed,8.3,17,5004,7.2,2,49,1.3,16.4,3.6,1,Fresh blood in faeces,unhealthy
40.2,Normal Breed,7.8,15,5004,7.0,2,52,1.5,16.4,4.2,2,very liquid faeces,unhealthy
39.5,Cross Breed,5.1,14,5004,6.9,2,52,1.9,16.4,3.0,2,ideal,unhealthy
40.1,Normal Breed,5.9,31,10797,4.3,2,46,3.1,14.5,5.1,2,ideal,healthy
40.6,Normal Breed,10.3,19,5004,7.2,2,47,1.4,16.4,3.3,1,Black faeces,unhealthy
39.9,Normal Breed,5.1,21,5004,7.0,3,37,1.4,16.4,3.0,2,ideal,healthy
39.0,Normal Breed,5.5,17,6266,7.0,2,44,1.3,16.4,3.0,1,Black faeces,unhealthy
39.1,Normal Breed,5.1,14,5004,7.2,3,60,1.3,16.4,3.0,1,very liquid faeces,unhealthy
39.7,Normal Breed,10.2,14,12494,4.9,5,82,2.5,13.2,4.9,3,extremely firm,unhealthy
40.1,Normal Breed,13.0,17,5004,3.7,2,50,2.2,15.1,5.4,3,very liquid faeces,healthy
38.6,Cross Breed,10.8,24,11522,7.0,2,71,3.4,14.7,5.0,2,Black faeces,unhealthy
38.4,Cross Breed,19.6,35,11978,4.9,2,66,2.9,13.3,4.8,3,ideal,healthy
39.7,Normal Breed,9.3,19,5004,6.2,5,55,1.9,16.4,4.4,3,Black faeces,unhealthy
38.4,Normal Breed,19.3,28,12369,4.3,3,78,3.2,13.5,5.2,3,ideal,healthy
39.4,Normal Breed,14.6,19,5324,7.0,2,50,1.3,16.4,4.8,3,Black faeces,unhealthy
38.3,Normal Breed,26.5,14,5004,7.1,5,80,3.2,14.1,5.6,2,ideal,healthy
40.5,Normal Breed,5.1,14,5004,6.8,2,53,1.3,16.4,3.9,2,very liquid faeces,unhealthy
40.1,Cross Breed,6.8,14,5049,7.0,5,49,1.4,16.4,3.4,2,extremely firm,unhealthy
40.0,Normal Breed,5.1,21,5004,7.2,3,49,1.7,16.4,3.5,3,extremely firm,unhealthy
38.3,Normal Breed,12.2,22,10481,4.6,5,83,2.8,13.5,4.2,4,ideal,healthy
39.4,Normal Breed,12.2,17,5732,6.6,5,48,1.3,8.0,3.4,1,very liquid faeces,unhealthy
38.6,Cross Breed,12.6,35,5004,3.8,2,83,2.6,15.3,5.4,3,ideal,unhealthy
38.7,Normal Breed,25.2,48,10466,4.9,3,83,3.1,14.6,6.0,3,ideal,healthy
39.5,Normal Breed,5.1,26,11379,7.2,3,53,1.3,16.4,5.8,1,very liquid faeces,unhealthy
38.4,Cross Breed,11.9,45,10264,3.9,5,72,3.1,14.1,5.8,2,ideal,healthy
40.3,Normal Breed,8.5,25,10356,4.0,5,69,2.4,14.1,5.1,1,Fresh blood in faeces,unhealthy
39.8,Cross Breed,5.8,14,5278,7.2,3,45,1.4,15.9,3.5,2,Fresh blood in faeces,unhealthy
39.8,Cross Breed,8.3,14,5004,7.2,3,47,2.2,14.1,3.4,3,Fresh blood in faeces,unhealthy
40.2,Cross Breed,9.8,16,5004,7.2,5,55,1.3,16.2,3.1,2,very liquid faeces,unhealthy
40.1,Cross Breed,5.1,14,5004,7.2,3,47,2.4,15.6,4.8,2,very liquid faeces,unhealthy
40.0,Normal Breed,10.9,43,11303,3.1,3,83,2.0,14.0,4.5,3,ideal,healthy
38.8,Normal Breed,23.3,32,11452,4.7,5,50,2.2,13.6,3.1,2,extremely firm,healthy
37.9,Normal Breed,15.3,27,6064,4.5,3,49,1.3,12.9,4.1,2,extremely firm,unhealthy
40.2,Cross Breed,11.5,40,5004,6.4,3,53,2.0,13.8,4.2,3,ideal,unhealthy
38.5,Normal Breed,11.6,15,12415,3.9,3,74,1.7,13.8,4.9,3,ideal,healthy
38.6,Cross Breed,11.7,30,11773,4.6,5,80,4.2,14.1,4.1,2,ideal,healthy
39.9,Normal Breed,13.0,14,5924,6.7,2,50,1.4,15.7,4.5,2,very liquid faeces,unhealthy
38.7,Normal Breed,23.1,17,10772,4.7,3,49,2.6,13.5,5.3,2,ideal,healthy
38.4,Normal Breed,10.3,22,10920,3.7,2,54,2.5,13.4,5.1,3,ideal,healthy
40.1,Normal Breed,5.1,14,10986,3.9,2,71,2.7,13.3,6.3,3,Black faeces,healthy
40.4,Normal Breed,11.1,18,5004,4.7,2,51,2.5,13.7,5.1,1,Black faeces,unhealthy
39.5,Normal Breed,5.1,14,5004,7.2,3,48,1.3,16.3,3.0,1,Fresh blood in faeces,unhealthy
38.7,Cross Breed,17.2,20,5914,3.9,5,74,1.9,13.1,6.5,2,ideal,healthy
39.8,Cross Breed,19.9,29,5004,3.0,1,44,2.7,13.9,3.3,3,ideal,unhealthy
39.0,Cross Breed,7.6,29,6268,7.2,5,55,1.3,16.0,3.7,2,extremely firm,unhealthy
37.3,Cross Breed,5.1,14,5004,7.2,5,42,2.3,14.1,3.2,1,extremely firm,unhealthy
38.8,Cross Breed,19.6,33,11852,4.2,1,64,3.6,14.4,4.9,4,ideal,healthy
37.9,Normal Breed,8.6,41,11217,4.6,5,80,3.7,13.6,5.4,3,ideal,healthy
38.7,Normal Breed,21.8,33,11464,4.6,2,83,3.1,14.2,6.3,1,ideal,healthy
40.0,Cross Breed,5.1,14,5389,7.2,3,49,2.1,16.4,3.4,1,Fresh blood in faeces,unhealthy
